bits_encoding,tuple_bit,error,accuracy_mean,accuracy_std,balanced_accuracy_mean,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_mean,test_time_mean,entry_size,kfold,runs
256,32,0.01,0.8151458227203261,0.0033932257412911996,0.8467941776586975,0.9837784032568434,0.0008785303304712598,0.7126133553173949,0.005106243182700424,0.8264727679662989,0.0036633949123466444,0.5773401261749314,0.23719676440014154,768,4,10
256,24,0.01,0.7874426897605705,0.0026879527367170784,0.8257490965924705,0.9890926978987344,0.0008844546479421673,0.6633398598516076,0.00445461915392339,0.7940616952550797,0.0031571191212666685,0.6049614679994193,0.25189029350021885,768,4,10
128,32,0.01,0.7841186958736627,0.0016732186064207415,0.8229322513053036,0.9883994236956682,0.0011962213092986792,0.6583728359439406,0.0026844699061328433,0.7902601885469345,0.0019443511657133384,0.300651824799661,0.11920609037506437,384,4,10
128,24,0.01,0.7564187468160979,0.006148622126048849,0.8015541701016763,0.9928728404101751,0.0012918852410734466,0.6101916735366859,0.009640645023233668,0.755750757629536,0.007608329609010702,0.3130782222997368,0.12688052262528798,384,4,10
64,32,0.01,0.7494428171166582,0.002357160867891821,0.7960097863424018,0.9932900930661028,0.0009359766028953279,0.5985779060181369,0.0042236792220314585,0.7468836319532397,0.0031123930179869914,0.1680407572997865,0.06491003164992434,192,4,10
256,16,0.01,0.74793683138054,0.006071947736402275,0.7948643755152515,0.9936317495087594,0.0008240447859744453,0.5959037510305029,0.009793566488060216,0.7449030986042425,0.007721558111502074,0.6485746557244056,0.2755650605498886,768,4,10
64,24,0.01,0.7239333927661742,0.005133859389698079,0.7758220802418248,0.9953690140808481,0.00036458951614146124,0.5558274938169827,0.008316922827054308,0.7132108902148813,0.006889480960346753,0.17002037060001385,0.066868772674934,192,4,10
128,16,0.01,0.7194377228731532,0.00493724890548809,0.7723418555921957,0.9962143034124572,0.0008937682725770691,0.5480420445177246,0.00760596301729554,0.7070164649526769,0.006521060702552668,0.3237908369999787,0.13486330152481968,384,4,10
64,16,0.01,0.6950681355068773,0.004846692952587632,0.7529396743610882,0.9979422498169181,0.0005969155595450084,0.5075793487221765,0.00796390571432572,0.6727241459562949,0.006953333409584183,0.177459564399669,0.07167845707526795,192,4,10
256,8,0.01,0.6924509679062658,0.005804954004769419,0.7508108580654025,0.9978337683330749,0.0007352258782510489,0.5033800494641385,0.009160933018171601,0.6690479663454331,0.00825192173071703,0.7633531887493518,0.36475084257399426,768,4,10
128,8,0.01,0.6695491594498215,0.0030341101127340526,0.7324086630942567,0.9985670004437326,0.0002979841863768269,0.46590065952184667,0.004905767405334008,0.6352216890608642,0.004554617336224823,0.3692010849745202,0.16857365714995468,384,4,10
64,8,0.01,0.6507482170147733,0.005872727225460445,0.7172881079967024,0.9991513455213327,0.0003761217828412806,0.4351762159934048,0.009566179710087986,0.6060910913395754,0.009354039412890676,0.19814989380029147,0.08772740582489859,192,4,10
256,4,0.01,0.6498153336729496,0.004754004189972973,0.7165125893102502,0.998985117908898,0.0004655653536737543,0.4337335119538335,0.0075750496544036774,0.6047589326659999,0.007427013601108065,1.0394830356992315,0.5795397903992126,768,4,10
128,4,0.01,0.6416868313805401,0.0028306358827014486,0.7100244675735092,0.9996467971175329,9.012079388224461e-05,0.4202906018136851,0.004599057141163619,0.5916698672029299,0.004566126671477995,0.48638569865006503,0.252537443950041,384,4,10
256,2,0.01,0.626935812531839,0.004223376348517482,0.6980902583127233,0.9996283635074319,0.0004017144195914688,0.3964138499587799,0.006709246505617012,0.5675557987234725,0.0069203855826454825,1.6131280439249167,0.9493761212505888,768,4,10
64,4,0.01,0.6255731023942944,0.002630003427145453,0.6970114763671338,0.9998361828938149,0.00014782699526584003,0.39413128606760095,0.004254576275256396,0.5652254718998312,0.004413516294393386,0.24391607964971626,0.11875568582472625,192,4,10
128,2,0.01,0.6201095262353541,0.006179835225930053,0.6925985710359989,0.9998955211287817,6.310364071182826e-05,0.3852638087386645,0.010006697724877122,0.5560536685778561,0.010461224701511182,0.7543125914001394,0.46312051655031616,384,4,10
64,2,0.01,0.6114174732552216,0.006078038426635697,0.685578112118714,1.0,0.0,0.37115622423742783,0.009836100108397245,0.5411887195484708,0.010472583432710153,0.34835840170026133,0.19334552465015803,192,4,10
