bits_encoding,tuple_bit,error,accuracy_mean,accuracy_std,balanced_accuracy_mean,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_time_mean,test_time_mean,entry_size,kfold,runs
256,32,0.01,0.7498909137577001,0.003657546876337807,0.7960684613244297,0.996705921926927,0.00084361088813863,0.5952785893155259,0.005746643790021048,0.7453485665464324,0.004610129777959689,0.7324757784999747,0.297432129824756,1024,4,10
256,24,0.01,0.745328542094456,0.0017789113189744508,0.7924915971062882,0.997415244838773,0.0006017669333241124,0.5874165275459098,0.002915082008105848,0.7393454426042897,0.0022951148806419817,0.7595030696748837,0.3111562216494349,1024,4,10
256,16,0.01,0.7413468942505134,0.0034547431648491614,0.789425827768503,0.9983685612691166,0.0007362287222770148,0.5803683222036728,0.005525527629940888,0.7339218991933448,0.004487465599744527,0.8248673779497948,0.35062136447531883,1024,4,10
128,32,0.01,0.7330627566735113,0.0031576107300143354,0.7826485740122426,0.9980834051084657,0.0002702391982204843,0.5670388146911519,0.005079928522402189,0.7231436424597266,0.0041544736118145735,0.401916565099782,0.15879210337525365,512,4,10
128,24,0.01,0.7286928901437372,0.005098397699952069,0.7792079646633279,0.9987176573986726,0.0005170834325112276,0.5595575959933221,0.008093344796595058,0.7171097665957427,0.006795341535559267,0.43466695249999243,0.17680740164996678,512,4,10
256,8,0.01,0.7195328542094456,0.00702501028610179,0.7718307735114078,0.9991140956210103,0.0004950394777883559,0.5444282136894825,0.011306464461784231,0.7040233565066921,0.00974435084084411,0.9739057530498031,0.4686308793498938,1024,4,10
128,16,0.01,0.7160035934291581,0.005600741587417783,0.7689785475792987,0.9992187326139247,0.00023384385449314819,0.5386320951585977,0.009037090402028058,0.6995167185155987,0.007700446053264589,0.44151611765009874,0.18095971737484431,512,4,10
64,32,0.01,0.7053003080082136,0.006392491029458963,0.7602313578185865,0.9988943298770687,0.0003868912369854027,0.5213793823038397,0.010364485295210174,0.6848574270823532,0.00890672885049552,0.20785756882523854,0.0830143655996835,256,4,10
64,24,0.01,0.6909522587268994,0.005964173707824891,0.7485988035614913,0.9990514270934258,0.0004134071913942899,0.49793927378964953,0.009675441536064283,0.6639187737894809,0.008976724932195123,0.21639109799998552,0.08531947407518602,256,4,10
64,16,0.01,0.6752053388090349,0.006080305106254298,0.735838286032276,0.9993198515214238,0.0002323611300584131,0.4721932387312187,0.009851169794119905,0.6395464312803226,0.010118652968964319,0.22068788495016634,0.08959929642524003,256,4,10
256,4,0.01,0.6744770277207393,0.02256804014666058,0.7353053631051752,0.9997331479576423,0.00011919481087010026,0.4708107262103506,0.03669053646000546,0.635604978272281,0.03644542318199424,1.3689271841505615,0.770082596575503,1024,4,10
128,8,0.01,0.6742267710472278,0.011734248536670697,0.7350894337785197,0.9996343788288702,0.00024127246081883546,0.47044553422370616,0.01907068365508134,0.6363917544089441,0.01897850691985222,0.48169573967516044,0.2178818187247998,512,4,10
64,8,0.01,0.6291131930184805,0.009731499972657123,0.698422022815804,0.9996658013973532,0.00022918410620398274,0.39705237896494155,0.015804419829730316,0.5604890173842864,0.017761874878016618,0.2537028410999483,0.11049927802469028,256,4,10
128,4,0.01,0.6182526950718685,0.02163489435207743,0.6896015511964385,0.9996803164014195,0.00016113997116029203,0.3793614357262104,0.035227770803495706,0.5424663181535707,0.03977778202471184,0.6574354848249641,0.34324013602472403,512,4,10
256,2,0.01,0.5982963295687884,0.02049610587669778,0.6733797092376184,0.9996773479362894,0.00018513140655013167,0.34690108514190315,0.033324193389576165,0.5060940814510186,0.03581266421396399,2.455602018100035,1.4237734034250935,1024,4,10
64,4,0.01,0.5782822125256674,0.007128823037720581,0.6571202629382304,0.9997987958562566,0.00012392952756256546,0.3143155258764607,0.011576537779554953,0.46967938767907014,0.013579865740763471,0.31417947792524503,0.15452319367477685,256,4,10
128,2,0.01,0.562573793634497,0.019815528326954622,0.6443489774624374,0.9998169906341945,0.00019898740093843726,0.28877295492487476,0.032208853294268126,0.43760034513946927,0.03608404683795593,1.1467237789996032,0.664860701249927,512,4,10
64,2,0.01,0.5210504363449692,0.015187459112334614,0.6105942612687814,0.9998349013388403,0.00016191275685088256,0.2212385225375626,0.0246803596557288,0.3585459594047981,0.030856017863651244,0.46399505040035366,0.26419444712491896,256,4,10
