2.589741,13.258889,1.000000,4.000000,2019.000000,15.000000,5.000000,20.000000
15.213520,24.789955,25.000000,4.000000,2019.000000,15.000000,22.000000,40.000000
0.868880,10.694630,31.000000,3.000000,2019.000000,12.000000,39.000000,54.000000
0.856863,11.236291,31.000000,3.000000,2019.000000,12.000000,39.000000,16.000000
79.938810,89.274453,26.000000,4.000000,2019.000000,16.000000,8.000000,25.000000
17.714554,27.752237,25.000000,4.000000,2019.000000,15.000000,16.000000,0.000000
0.596311,10.282342,31.000000,3.000000,2019.000000,12.000000,38.000000,49.000000
0.636669,10.907106,31.000000,3.000000,2019.000000,12.000000,44.000000,20.000000
118.328236,130.798576,28.000000,4.000000,2019.000000,11.000000,30.000000,30.000000
89.943045,99.682695,25.000000,4.000000,2019.000000,8.000000,31.000000,50.000000
75.821423,87.040163,28.000000,4.000000,2019.000000,10.000000,11.000000,44.000000
220.724089,226.867384,23.000000,4.000000,2019.000000,23.000000,4.000000,31.000000
17.256321,29.460826,28.000000,4.000000,2019.000000,4.000000,40.000000,30.000000
72.290810,86.866854,28.000000,4.000000,2019.000000,9.000000,20.000000,2.000000
89.701714,99.457784,25.000000,4.000000,2019.000000,9.000000,8.000000,8.000000
38.543978,50.882248,28.000000,4.000000,2019.000000,5.000000,20.000000,26.000000
138.772428,152.495014,25.000000,4.000000,2019.000000,19.000000,1.000000,40.000000
53.040113,60.969894,25.000000,4.000000,2019.000000,9.000000,5.000000,17.000000
50.229297,57.856614,25.000000,4.000000,2019.000000,8.000000,21.000000,5.000000
57.560377,68.127687,25.000000,4.000000,2019.000000,9.000000,15.000000,54.000000
4.225528,13.880578,31.000000,3.000000,2019.000000,12.000000,44.000000,23.000000
0.939024,10.682516,31.000000,3.000000,2019.000000,12.000000,44.000000,27.000000
160.628038,178.129195,25.000000,4.000000,2019.000000,19.000000,55.000000,42.000000
1.268499,11.325164,31.000000,3.000000,2019.000000,12.000000,39.000000,17.000000
39.155314,51.431132,28.000000,4.000000,2019.000000,5.000000,21.000000,41.000000
205.242638,217.519155,25.000000,4.000000,2019.000000,21.000000,3.000000,43.000000
7.776517,16.991699,1.000000,4.000000,2019.000000,15.000000,10.000000,52.000000
0.975929,10.952470,31.000000,3.000000,2019.000000,12.000000,39.000000,20.000000
7.664470,17.080031,25.000000,4.000000,2019.000000,15.000000,9.000000,43.000000
48.974162,59.302449,25.000000,4.000000,2019.000000,16.000000,13.000000,53.000000
68.949258,83.834872,28.000000,4.000000,2019.000000,9.000000,13.000000,22.000000
30.288324,40.181492,26.000000,4.000000,2019.000000,14.000000,37.000000,3.000000
186.437665,195.207122,23.000000,4.000000,2019.000000,22.000000,4.000000,50.000000
35.937801,46.759169,28.000000,4.000000,2019.000000,5.000000,0.000000,7.000000
138.943791,152.462475,28.000000,4.000000,2019.000000,11.000000,22.000000,35.000000
11.484171,19.669355,28.000000,4.000000,2019.000000,4.000000,13.000000,46.000000
1.215574,11.115057,31.000000,3.000000,2019.000000,12.000000,43.000000,59.000000
1.774193,11.797944,31.000000,3.000000,2019.000000,12.000000,44.000000,40.000000
107.000642,117.901803,28.000000,4.000000,2019.000000,11.000000,8.000000,40.000000
82.988072,94.649866,1.000000,4.000000,2019.000000,17.000000,33.000000,7.000000
10.777654,21.235283,27.000000,4.000000,2019.000000,5.000000,18.000000,21.000000
72.492762,84.723920,1.000000,4.000000,2019.000000,17.000000,13.000000,41.000000
67.304536,78.501443,25.000000,4.000000,2019.000000,8.000000,27.000000,5.000000
0.092830,10.023567,31.000000,3.000000,2019.000000,12.000000,44.000000,0.000000
3.152716,13.028779,27.000000,4.000000,2019.000000,5.000000,3.000000,37.000000
1.543831,11.296483,31.000000,3.000000,2019.000000,12.000000,44.000000,40.000000
44.491045,54.188272,26.000000,4.000000,2019.000000,15.000000,2.000000,49.000000
3.778011,13.622970,31.000000,3.000000,2019.000000,12.000000,44.000000,43.000000
1.164730,11.169216,31.000000,3.000000,2019.000000,12.000000,44.000000,28.000000
13.623644,23.646160,27.000000,4.000000,2019.000000,5.000000,23.000000,46.000000
116.910236,132.635829,25.000000,4.000000,2019.000000,18.000000,32.000000,29.000000
0.603965,10.952787,31.000000,3.000000,2019.000000,12.000000,38.000000,25.000000
0.515566,10.319300,31.000000,3.000000,2019.000000,12.000000,38.000000,22.000000
0.901151,10.972938,31.000000,3.000000,2019.000000,12.000000,38.000000,23.000000
62.953830,73.762700,28.000000,4.000000,2019.000000,9.000000,52.000000,22.000000
9.386241,17.965677,28.000000,4.000000,2019.000000,4.000000,10.000000,11.000000
0.475960,10.704672,31.000000,3.000000,2019.000000,12.000000,38.000000,41.000000
1.491337,11.451300,31.000000,3.000000,2019.000000,12.000000,44.000000,6.000000
103.330469,113.051443,25.000000,4.000000,2019.000000,8.000000,56.000000,22.000000
184.528311,201.768118,25.000000,4.000000,2019.000000,20.000000,41.000000,14.000000
2.717533,12.320681,31.000000,3.000000,2019.000000,12.000000,43.000000,54.000000
109.201891,118.468934,28.000000,4.000000,2019.000000,11.000000,15.000000,33.000000
1.993654,12.200138,31.000000,3.000000,2019.000000,12.000000,41.000000,20.000000
100.349313,110.083382,25.000000,4.000000,2019.000000,8.000000,50.000000,42.000000
3.892937,13.586357,31.000000,3.000000,2019.000000,12.000000,44.000000,25.000000
48.712712,59.035290,25.000000,4.000000,2019.000000,16.000000,13.000000,13.000000
20.512936,30.299420,27.000000,4.000000,2019.000000,5.000000,35.000000,22.000000
1.900764,11.564640,26.000000,4.000000,2019.000000,13.000000,43.000000,16.000000
1.791982,12.176942,31.000000,3.000000,2019.000000,12.000000,41.000000,6.000000
2.595899,12.522162,31.000000,3.000000,2019.000000,12.000000,43.000000,51.000000
2.125447,11.809935,25.000000,4.000000,2019.000000,14.000000,59.000000,1.000000
107.349132,118.278199,28.000000,4.000000,2019.000000,11.000000,9.000000,20.000000
89.207431,99.093536,26.000000,4.000000,2019.000000,16.000000,26.000000,51.000000
223.659379,228.519061,23.000000,4.000000,2019.000000,23.000000,8.000000,46.000000
91.002986,102.231822,26.000000,4.000000,2019.000000,16.000000,31.000000,56.000000
0.929899,10.604211,31.000000,3.000000,2019.000000,12.000000,44.000000,22.000000
4.128945,13.212570,31.000000,3.000000,2019.000000,12.000000,44.000000,37.000000
192.852955,210.569578,25.000000,4.000000,2019.000000,20.000000,57.000000,0.000000
100.936260,108.927323,25.000000,4.000000,2019.000000,9.000000,27.000000,39.000000
1.895579,11.710511,31.000000,3.000000,2019.000000,12.000000,41.000000,19.000000
